ARF5	ENST00000000233	ENSCAFT00000002708
KCTD12	ENST00000377474	ENSCAFT00000008152
ERRFI1	ENST00000377482	ENSCAFT00000031285
TMEM236	ENST00000377495	ENSCAFT00000046815
TNFRSF9	ENST00000377507	ENSCAFT00000031277
STAM	ENST00000377524	ENSCAFT00000007283
LBX2	ENST00000377566	ENSCAFT00000042884
SLC22A12	ENST00000377574	ENSCAFT00000022826
HMGN4	ENST00000377575	ENSCAFT00000071082
DNAJC11	ENST00000377577	ENSCAFT00000031205
UCHL3	ENST00000377595	ENSCAFT00000087595
ST8SIA6	ENST00000377602	ENSCAFT00000082560
RBM10	ENST00000377604	ENSCAFT00000023612
COMMD6	ENST00000377615	ENSCAFT00000048023
ATXN2	ENST00000377617	ENSCAFT00000013645
TBC1D4	ENST00000377636	ENSCAFT00000008111
PHF13	ENST00000377648	ENSCAFT00000045074
KLHL21	ENST00000377658	ENSCAFT00000031183
KLF12	ENST00000377669	ENSCAFT00000093720
HIF3A	ENST00000377670	ENSCAFT00000062008
FAM216A	ENST00000377673	ENSCAFT00000048005
ZBTB48	ENST00000377674	ENSCAFT00000031178
KLF5	ENST00000377687	ENSCAFT00000008095
ALDH1B1	ENST00000377698	ENSCAFT00000003767
NOL9	ENST00000377705	ENSCAFT00000031165
SHB	ENST00000377707	ENSCAFT00000046406
DCAF10	ENST00000377724	ENSCAFT00000003750
KRT40	ENST00000377755	ENSCAFT00000025367
SNX5	ENST00000377759	ENSCAFT00000093105
FRMPD1	ENST00000377765	ENSCAFT00000003740
DIS3	ENST00000377767	ENSCAFT00000008080
DPP6	ENST00000377770	ENSCAFT00000074862
POLR1E	ENST00000377792	ENSCAFT00000049125
NAA40	ENST00000377793	ENSCAFT00000081418
TCOF1	ENST00000377797	ENSCAFT00000035992
TRDMT1	ENST00000377799	ENSCAFT00000007328
NDUFB11	ENST00000377811	ENSCAFT00000067053
MZT1	ENST00000377818	ENSCAFT00000060213
RTN3	ENST00000377819	ENSCAFT00000023909
ESPN	ENST00000377828	ENSCAFT00000048085
CUBN	ENST00000377833	ENSCAFT00000007375
HES2	ENST00000377834	ENSCAFT00000031121
ZFAT	ENST00000377838	ENSCAFT00000064660
CSNK1A1	ENST00000377843	ENSCAFT00000091323
KLHL1	ENST00000377844	ENSCAFT00000007985
ACOT7	ENST00000377855	ENSCAFT00000073245
PCDH9	ENST00000377865	ENSCAFT00000071962
SLC22A6	ENST00000377871	ENSCAFT00000024510
BFSP1	ENST00000377873	ENSCAFT00000008843
HTR4	ENST00000377888	ENSCAFT00000048142
SLC3A2	ENST00000377890	ENSCAFT00000024598
GPR153	ENST00000377893	ENSCAFT00000031112
HES3	ENST00000377898	ENSCAFT00000031110
GNE	ENST00000377902	ENSCAFT00000003621
SLC17A4	ENST00000377905	ENSCAFT00000016834
SPINK9	ENST00000377906	ENSCAFT00000048865
PCDH17	ENST00000377918	ENSCAFT00000007840
LRRC3C	ENST00000377924	ENSCAFT00000037929
GKN1	ENST00000377938	ENSCAFT00000005245
RNF207	ENST00000377939	ENSCAFT00000069203
LYPD5	ENST00000377950	ENSCAFT00000007599
UQCC3	ENST00000377953	ENSCAFT00000024893
FBXO48	ENST00000377957	ENSCAFT00000005231
SCGN	ENST00000377961	ENSCAFT00000016776
CNMD	ENST00000377962	ENSCAFT00000007781
RECK	ENST00000377966	ENSCAFT00000082123
KDM6A	ENST00000377967	ENSCAFT00000074698
MYC	ENST00000377970	ENSCAFT00000001656
GRXCR2	ENST00000377976	ENSCAFT00000036208
OR13J1	ENST00000377981	ENSCAFT00000003561
TMEM8B	ENST00000377988	ENSCAFT00000003534
CEP68	ENST00000377990	ENSCAFT00000085759
PTER	ENST00000378000	ENSCAFT00000081698
AHNAK	ENST00000378024	ENSCAFT00000048755
CKAP4	ENST00000378026	ENSCAFT00000002969
CKAP2	ENST00000378037	ENSCAFT00000082579
BEST1	ENST00000378043	ENSCAFT00000061788
FUNDC1	ENST00000378045	ENSCAFT00000023043
VPS36	ENST00000378060	ENSCAFT00000091921
NDP	ENST00000378062	ENSCAFT00000022967
MAOB	ENST00000378069	ENSCAFT00000022963
LRRC10B	ENST00000378075	ENSCAFT00000039450
ITGA8	ENST00000378076	ENSCAFT00000007509
RGP1	ENST00000378078	ENSCAFT00000003497
FBXO47	ENST00000378079	ENSCAFT00000038060
GBA2	ENST00000378103	ENSCAFT00000043004
NDUFAF5	ENST00000378106	ENSCAFT00000008970
FAM171A1	ENST00000378116	ENSCAFT00000007527
NPHP4	ENST00000378156	ENSCAFT00000031020
CASK	ENST00000378163	ENSCAFT00000087999
TAF2	ENST00000378164	ENSCAFT00000086973
NMT2	ENST00000378165	ENSCAFT00000043015
TRIM13	ENST00000378182	ENSCAFT00000070787
MS4A13	ENST00000378186	ENSCAFT00000070011
ERICH4	ENST00000378187	ENSCAFT00000045200
AJAP1	ENST00000378190	ENSCAFT00000031010
RPP38	ENST00000378197	ENSCAFT00000037644
TDP2	ENST00000378198	ENSCAFT00000016565
EXT1	ENST00000378204	ENSCAFT00000001302
DFFB	ENST00000378209	ENSCAFT00000066308
KIAA0319	ENST00000378214	ENSCAFT00000047018
BTBD3	ENST00000378226	ENSCAFT00000047136
CEP104	ENST00000378230	ENSCAFT00000071902
MEIG1	ENST00000378240	ENSCAFT00000049399
SPIRE2	ENST00000378247	ENSCAFT00000031513
LRRC47	ENST00000378251	ENSCAFT00000030989
DCLRE1C	ENST00000378278	ENSCAFT00000087117
TP73	ENST00000378295	ENSCAFT00000030985
TPRG1L	ENST00000378344	ENSCAFT00000030975
CA9	ENST00000378357	ENSCAFT00000003289
APRT	ENST00000378364	ENSCAFT00000031607
HSPA14	ENST00000378372	ENSCAFT00000007573
ARHGEF16	ENST00000378378	ENSCAFT00000049364
ANKEF1	ENST00000378380	ENSCAFT00000009128
MRS2	ENST00000378386	ENSCAFT00000078638
ARHGEF39	ENST00000378387	ENSCAFT00000086757
PKHD1L1	ENST00000378402	ENSCAFT00000001138
ACTRT2	ENST00000378404	ENSCAFT00000030961
MMEL1	ENST00000378412	ENSCAFT00000048916
ATP6AP2	ENST00000378438	ENSCAFT00000089409
BCOR	ENST00000378444	ENSCAFT00000022386
HES5	ENST00000378453	ENSCAFT00000030874
DCDC2	ENST00000378454	ENSCAFT00000016283
FAM107B	ENST00000378458	ENSCAFT00000007591
NUP160	ENST00000378460	ENSCAFT00000013186
PANK4	ENST00000378466	ENSCAFT00000030871
NRSN1	ENST00000378478	ENSCAFT00000048012
TSPAN7	ENST00000378482	ENSCAFT00000022303
PLCH2	ENST00000378486	ENSCAFT00000030855
CAMKMT	ENST00000378494	ENSCAFT00000004013
SLC35B4	ENST00000378509	ENSCAFT00000002018
LIG3	ENST00000378526	ENSCAFT00000064099
MORN1	ENST00000378531	ENSCAFT00000030830
SKI	ENST00000378536	ENSCAFT00000030821
SPI1	ENST00000378538	ENSCAFT00000013860
DNAAF1	ENST00000378553	ENSCAFT00000031771
PODXL	ENST00000378555	ENSCAFT00000002169
ITM2B	ENST00000378565	ENSCAFT00000007164
PRKCZ	ENST00000378567	ENSCAFT00000030810
CCL7	ENST00000378569	ENSCAFT00000029149
DYNLT3	ENST00000378578	ENSCAFT00000022134
GABRD	ENST00000378585	ENSCAFT00000030791
CYBB	ENST00000378588	ENSCAFT00000084343
GNB1	ENST00000378609	ENSCAFT00000030502
XK	ENST00000378616	ENSCAFT00000048645
PIGO	ENST00000378617	ENSCAFT00000003168
LANCL3	ENST00000378619	ENSCAFT00000022033
LRP4	ENST00000378623	ENSCAFT00000047302
PRRG1	ENST00000378628	ENSCAFT00000073935
FANCG	ENST00000378643	ENSCAFT00000003158
SYCE1L	ENST00000378644	ENSCAFT00000049842
SUCLA2	ENST00000378654	ENSCAFT00000007179
OXER1	ENST00000378661	ENSCAFT00000003830
UQCRQ	ENST00000378665	ENSCAFT00000001422
GDF9	ENST00000378673	ENSCAFT00000074255
SHROOM1	ENST00000378679	ENSCAFT00000001419
UCMA	ENST00000378681	ENSCAFT00000007640
HTR2A	ENST00000378688	ENSCAFT00000068633
SOWAHA	ENST00000378693	ENSCAFT00000001411
ID4	ENST00000378700	ENSCAFT00000016192
SEPTIN8	ENST00000378719	ENSCAFT00000068993
ESD	ENST00000378720	ENSCAFT00000092530
CCNI2	ENST00000378731	ENSCAFT00000036933
TMEM240	ENST00000378733	ENSCAFT00000043696
ZFC3H1	ENST00000378743	ENSCAFT00000000728
KIF3A	ENST00000378746	ENSCAFT00000001398
PEX16	ENST00000378750	ENSCAFT00000014884
ATAD3A	ENST00000378755	ENSCAFT00000030573
HAO1	ENST00000378789	ENSCAFT00000009507
TMEM88B	ENST00000378821	ENSCAFT00000036187
RAD50	ENST00000378823	ENSCAFT00000048691
CCDC3	ENST00000378825	ENSCAFT00000043005
BMP2	ENST00000378827	ENSCAFT00000087645
GALT	ENST00000378842	ENSCAFT00000003092
LRRN4	ENST00000378858	ENSCAFT00000038653
TRIQK	ENST00000378861	ENSCAFT00000090948
PRR5L	ENST00000378867	ENSCAFT00000062852
SDHAF1	ENST00000378887	ENSCAFT00000010760
DVL1	ENST00000378888	ENSCAFT00000030605
DHRS13	ENST00000378895	ENSCAFT00000081261
MCM8	ENST00000378896	ENSCAFT00000091747
ARID3C	ENST00000378909	ENSCAFT00000028460
NPHS1	ENST00000378910	ENSCAFT00000010890
PGPEP1L	ENST00000378919	ENSCAFT00000017303
TAB3	ENST00000378933	ENSCAFT00000021814
ATL2	ENST00000378954	ENSCAFT00000071758
CHGB	ENST00000378961	ENSCAFT00000009665
NR0B1	ENST00000378970	ENSCAFT00000090989
IL1RAPL1	ENST00000378993	ENSCAFT00000021628
GPCPD1	ENST00000379019	ENSCAFT00000009682
NRCAM	ENST00000379028	ENSCAFT00000006033
PUSL1	ENST00000379031	ENSCAFT00000074799
ARX	ENST00000379044	ENSCAFT00000021479
POLA1	ENST00000379059	ENSCAFT00000021463
NGRN	ENST00000379095	ENSCAFT00000019217
TPD52	ENST00000379097	ENSCAFT00000077929
KCTD4	ENST00000379108	ENSCAFT00000007317
PCNA	ENST00000379143	ENSCAFT00000009743
PCYT1B	ENST00000379144	ENSCAFT00000065553
GPALPP1	ENST00000379151	ENSCAFT00000007343
CD83	ENST00000379153	ENSCAFT00000092934
NUFIP1	ENST00000379161	ENSCAFT00000007349
PDK3	ENST00000379162	ENSCAFT00000021385
KIF24	ENST00000379166	ENSCAFT00000003025
SERP2	ENST00000379179	ENSCAFT00000074033
B3GALT6	ENST00000379198	ENSCAFT00000030691
LGR4	ENST00000379214	ENSCAFT00000084032
ECHDC3	ENST00000379215	ENSCAFT00000007829
TNFRSF4	ENST00000379236	ENSCAFT00000030700
ACSL6	ENST00000379240	ENSCAFT00000043983
DNAJC2	ENST00000379263	ENSCAFT00000006800
TNFRSF18	ENST00000379268	ENSCAFT00000030704
SAT1	ENST00000379270	ENSCAFT00000043714
GFOD1	ENST00000379287	ENSCAFT00000015609
TTLL10	ENST00000379289	ENSCAFT00000030706
VWA8	ENST00000379310	ENSCAFT00000081198
RIPOR1	ENST00000379312	ENSCAFT00000032420
PRDX4	ENST00000379341	ENSCAFT00000021224
PTCHD1	ENST00000379361	ENSCAFT00000021196
PHEX	ENST00000379374	ENSCAFT00000021157
EDN1	ENST00000379375	ENSCAFT00000015551
RASSF2	ENST00000379376	ENSCAFT00000077499
E2F4	ENST00000379378	ENSCAFT00000044632
LYRM7	ENST00000379380	ENSCAFT00000001139
HIVEP1	ENST00000379388	ENSCAFT00000070404
ISG15	ENST00000379389	ENSCAFT00000030747
NAA16	ENST00000379406	ENSCAFT00000007704
PLEKHN1	ENST00000379409	ENSCAFT00000030758
XDH	ENST00000379416	ENSCAFT00000047701
TMEM170B	ENST00000379426	ENSCAFT00000044167
PRNP	ENST00000379440	ENSCAFT00000009809
NEDD9	ENST00000379446	ENSCAFT00000044017
ADRA1D	ENST00000379453	ENSCAFT00000009813
ASPH	ENST00000379454	ENSCAFT00000080932
KCNC1	ENST00000379472	ENSCAFT00000014422
MTRF1	ENST00000379477	ENSCAFT00000007724
KBTBD7	ENST00000379483	ENSCAFT00000007732
MBTPS2	ENST00000379484	ENSCAFT00000021054
KBTBD6	ENST00000379485	ENSCAFT00000007730
WBP4	ENST00000379487	ENSCAFT00000007742
GCM2	ENST00000379491	ENSCAFT00000015478
SMPX	ENST00000379494	ENSCAFT00000021037
KLHL34	ENST00000379499	ENSCAFT00000021032
TOM1L2	ENST00000379504	ENSCAFT00000085643
CNKSR2	ENST00000379510	ENSCAFT00000021025
SNX2	ENST00000379516	ENSCAFT00000038741
NFX1	ENST00000379540	ENSCAFT00000002914
ELF2	ENST00000379550	ENSCAFT00000090268
INSC	ENST00000379554	ENSCAFT00000013587
TOGARAM2	ENST00000379558	ENSCAFT00000008480
FOXO1	ENST00000379561	ENSCAFT00000009632
KIN	ENST00000379562	ENSCAFT00000008094
RPS6KA3	ENST00000379565	ENSCAFT00000020937
PAK1IP1	ENST00000379568	ENSCAFT00000042932
LHFPL6	ENST00000379589	ENSCAFT00000009676
GCNT2	ENST00000379597	ENSCAFT00000015382
NHLRC3	ENST00000379600	ENSCAFT00000089133
EIF1AX	ENST00000379607	ENSCAFT00000060617
STOML3	ENST00000379631	ENSCAFT00000090460
REEP5	ENST00000379638	ENSCAFT00000036663
MAP7D2	ENST00000379651	ENSCAFT00000020802
KIFC3	ENST00000379655	ENSCAFT00000068281
SLC35B3	ENST00000379660	ENSCAFT00000085878
KATNB1	ENST00000379661	ENSCAFT00000013754
ARHGAP44	ENST00000379672	ENSCAFT00000028372
BCLAF3	ENST00000379682	ENSCAFT00000020770
NDNF	ENST00000379692	ENSCAFT00000006679
TRPC4	ENST00000379705	ENSCAFT00000009795
IPO7	ENST00000379719	ENSCAFT00000011732
SPINK4	ENST00000379721	ENSCAFT00000002905
CYP1A1	ENST00000379727	ENSCAFT00000061421
B4GALT1	ENST00000379731	ENSCAFT00000002903
POSTN	ENST00000379747	ENSCAFT00000009843
CENPB	ENST00000379751	ENSCAFT00000010007
SPEF1	ENST00000379756	ENSCAFT00000010012
TXNDC5	ENST00000379757	ENSCAFT00000015219
C20orf27	ENST00000379772	ENSCAFT00000037769
ADPRM	ENST00000379774	ENSCAFT00000027888
PFKFB3	ENST00000379775	ENSCAFT00000074102
DSP	ENST00000379802	ENSCAFT00000015201
SIN3B	ENST00000379803	ENSCAFT00000049746
SLCO6A1	ENST00000379807	ENSCAFT00000012171
APTX	ENST00000379819	ENSCAFT00000075258
INSYN1	ENST00000379822	ENSCAFT00000047078
SMAD9	ENST00000379826	ENSCAFT00000009977
OR10A4	ENST00000379829	ENSCAFT00000010728
RIOK1	ENST00000379834	ENSCAFT00000015188
NDUFB6	ENST00000379847	ENSCAFT00000007181
ADGRG2	ENST00000379869	ENSCAFT00000072433
DDX58	ENST00000379883	ENSCAFT00000002841
ARIH1	ENST00000379887	ENSCAFT00000082852
RBM17	ENST00000379888	ENSCAFT00000008395
SLC6A2	ENST00000379906	ENSCAFT00000014961
ADAM32	ENST00000379907	ENSCAFT00000009425
MAB21L1	ENST00000379919	ENSCAFT00000010124
RPGRIP1L	ENST00000379925	ENSCAFT00000015079
CNGA4	ENST00000379936	ENSCAFT00000010334
PHKA2	ENST00000379942	ENSCAFT00000083701
LETM2	ENST00000379957	ENSCAFT00000009770
IL2RA	ENST00000379959	ENSCAFT00000008402
TRIM22	ENST00000379965	ENSCAFT00000074569
IL15RA	ENST00000379977	ENSCAFT00000038309
RHOBTB3	ENST00000379982	ENSCAFT00000012618
RS1	ENST00000379984	ENSCAFT00000020353
NPNT	ENST00000379987	ENSCAFT00000071239
CDKL5	ENST00000379989	ENSCAFT00000088068
SIAH1	ENST00000380006	ENSCAFT00000064034
ARSK	ENST00000380009	ENSCAFT00000012646
TET2	ENST00000380013	ENSCAFT00000017275
BEND2	ENST00000380033	ENSCAFT00000086661
SKOR1	ENST00000380035	ENSCAFT00000038074
TEK	ENST00000380036	ENSCAFT00000087729
CDK14	ENST00000380050	ENSCAFT00000074582
RPP40	ENST00000380051	ENSCAFT00000078953
LRRC19	ENST00000380055	ENSCAFT00000002675
SLC4A11	ENST00000380056	ENSCAFT00000010324
NHS	ENST00000380060	ENSCAFT00000078218
IFT74	ENST00000380062	ENSCAFT00000002673
EXOC3L4	ENST00000380069	ENSCAFT00000028890
RFC3	ENST00000380071	ENSCAFT00000010156
TRIM54	ENST00000380075	ENSCAFT00000087880
STEAP4	ENST00000380079	ENSCAFT00000002930
RBBP7	ENST00000380087	ENSCAFT00000020227
ANKRD16	ENST00000380092	ENSCAFT00000008421
KL	ENST00000380099	ENSCAFT00000010228
ITPA	ENST00000380113	ENSCAFT00000044108
ELAVL2	ENST00000380117	ENSCAFT00000071854
ECI2	ENST00000380118	ENSCAFT00000014971
TXLNG	ENST00000380122	ENSCAFT00000020052
N4BP2L1	ENST00000380130	ENSCAFT00000010304
BRCA2	ENST00000380152	ENSCAFT00000010309
SYAP1	ENST00000380155	ENSCAFT00000036544
MTAP	ENST00000380172	ENSCAFT00000080955
ALOX15B	ENST00000380183	ENSCAFT00000081556
UBQLNL	ENST00000380184	ENSCAFT00000045670
GDI2	ENST00000380191	ENSCAFT00000008422
S100G	ENST00000380200	ENSCAFT00000046135
OR51B6	ENST00000380219	ENSCAFT00000049484
OR51B4	ENST00000380224	ENSCAFT00000061815
IFNB1	ENST00000380232	ENSCAFT00000002595
CCDC85C	ENST00000380243	ENSCAFT00000049160
FASTKD5	ENST00000380266	ENSCAFT00000037346
PRPF40B	ENST00000380281	ENSCAFT00000013521
PXDC1	ENST00000380283	ENSCAFT00000044981
GRPR	ENST00000380289	ENSCAFT00000019488
AVP	ENST00000380293	ENSCAFT00000083496
FBXL19	ENST00000380310	ENSCAFT00000078438
EMILIN1	ENST00000380320	ENSCAFT00000007501
USP3	ENST00000380324	ENSCAFT00000060169
MRPS26	ENST00000380325	ENSCAFT00000010386
CALML5	ENST00000380332	ENSCAFT00000008442
MLLT3	ENST00000380338	ENSCAFT00000064193
SERPINA9	ENST00000380365	ENSCAFT00000028000
TBCA	ENST00000380377	ENSCAFT00000014642
BPHL	ENST00000380379	ENSCAFT00000076794
OR51F1	ENST00000380383	ENSCAFT00000009897
RPS6	ENST00000380394	ENSCAFT00000002536
ZNF768	ENST00000380412	ENSCAFT00000045233
TUBAL3	ENST00000380419	ENSCAFT00000008472
PIR	ENST00000380420	ENSCAFT00000019023
UCN3	ENST00000380433	ENSCAFT00000008473
VPS16	ENST00000380445	ENSCAFT00000010595
SHBG	ENST00000380450	ENSCAFT00000026433
RGL3	ENST00000380456	ENSCAFT00000027585
TEX26	ENST00000380473	ENSCAFT00000069859
MEDAG	ENST00000380482	ENSCAFT00000010612
C2CD2	ENST00000380486	ENSCAFT00000016235
ASB9	ENST00000380488	ENSCAFT00000018906
ALOX5AP	ENST00000380490	ENSCAFT00000091519
MOSPD2	ENST00000380492	ENSCAFT00000018876
TLCD3B	ENST00000380495	ENSCAFT00000070607
HAUS6	ENST00000380502	ENSCAFT00000002503
SLTM	ENST00000380516	ENSCAFT00000026278
COL2A1	ENST00000380518	ENSCAFT00000014414
GEMIN8	ENST00000380523	ENSCAFT00000050109
RRAGA	ENST00000380527	ENSCAFT00000049202
SAXO1	ENST00000380534	ENSCAFT00000002491
NAP1L4	ENST00000380542	ENSCAFT00000042833
ADAMTSL1	ENST00000380548	ENSCAFT00000002481
AKR1C3	ENST00000380554	ENSCAFT00000008524
IGSF5	ENST00000380588	ENSCAFT00000016003
BTF3	ENST00000380591	ENSCAFT00000081455
TCEANC	ENST00000380600	ENSCAFT00000018657
CPXM1	ENST00000380605	ENSCAFT00000010675
SH3GL2	ENST00000380607	ENSCAFT00000002459
KATNAL1	ENST00000380615	ENSCAFT00000073436
HADHA	ENST00000380649	ENSCAFT00000006890
TLR7	ENST00000380659	ENSCAFT00000093895
EML5	ENST00000380664	ENSCAFT00000027674
PRPS2	ENST00000380668	ENSCAFT00000018521
BNC2	ENST00000380672	ENSCAFT00000070474
UBL3	ENST00000380680	ENSCAFT00000010690
FRMPD4	ENST00000380682	ENSCAFT00000085831
SERPINB9	ENST00000380698	ENSCAFT00000046397
CCDC171	ENST00000380701	ENSCAFT00000002436
PDE4A	ENST00000380702	ENSCAFT00000084420
AMELX	ENST00000380714	ENSCAFT00000018403
GPS2	ENST00000380728	ENSCAFT00000025609
PSIP1	ENST00000380733	ENSCAFT00000002423
PPP2R2A	ENST00000380737	ENSCAFT00000014085
SERPINB1	ENST00000380739	ENSCAFT00000014778
HMGN1	ENST00000380749	ENSCAFT00000015975
SLC7A1	ENST00000380752	ENSCAFT00000010744
ICAM4	ENST00000380770	ENSCAFT00000028357
WRNIP1	ENST00000380773	ENSCAFT00000014690
RAD17	ENST00000380774	ENSCAFT00000012439
GMDS	ENST00000380815	ENSCAFT00000072528
SNAPC3	ENST00000380821	ENSCAFT00000002419
CLCN4	ENST00000380833	ENSCAFT00000018340
NOXRED1	ENST00000380835	ENSCAFT00000081148
WWC3	ENST00000380861	ENSCAFT00000018267
NKX3-1	ENST00000380871	ENSCAFT00000014483
FREM1	ENST00000380880	ENSCAFT00000002397
ESRRB	ENST00000380887	ENSCAFT00000082341
SELENOO	ENST00000380903	ENSCAFT00000059687
CER1	ENST00000380911	ENSCAFT00000002394
SHROOM2	ENST00000380913	ENSCAFT00000076570
ZDHHC21	ENST00000380916	ENSCAFT00000002393
SREK1	ENST00000380918	ENSCAFT00000044884
CEP152	ENST00000380950	ENSCAFT00000045129
IRF4	ENST00000380956	ENSCAFT00000014549
PAN3	ENST00000380958	ENSCAFT00000049846
NFIB	ENST00000380959	ENSCAFT00000065018
NLN	ENST00000380985	ENSCAFT00000064058
FKBP1B	ENST00000380986	ENSCAFT00000006352
SLC12A1	ENST00000380993	ENSCAFT00000070574
SGTB	ENST00000381007	ENSCAFT00000012004
CDX2	ENST00000381020	ENSCAFT00000010860
TTC38	ENST00000381031	ENSCAFT00000081095
PDX1	ENST00000381033	ENSCAFT00000010866
PNPLA4	ENST00000381042	ENSCAFT00000049677
ADAMTS6	ENST00000381055	ENSCAFT00000011810
CWC27	ENST00000381070	ENSCAFT00000011693
PUDP	ENST00000381077	ENSCAFT00000017911
MTIF3	ENST00000381116	ENSCAFT00000010929
PFKP	ENST00000381125	ENSCAFT00000082564
AIPL1	ENST00000381129	ENSCAFT00000024545
ARSH	ENST00000381130	ENSCAFT00000078429
ACOT6	ENST00000381139	ENSCAFT00000063992
GTF3A	ENST00000381140	ENSCAFT00000010938
SLC5A3	ENST00000381151	ENSCAFT00000015160
GYG2	ENST00000381163	ENSCAFT00000088211
XG	ENST00000381174	ENSCAFT00000017645
SHISAL1	ENST00000381176	ENSCAFT00000001359
TH	ENST00000381178	ENSCAFT00000016050
MIER3	ENST00000381199	ENSCAFT00000011123
RPAIN	ENST00000381209	ENSCAFT00000074772
TECRL	ENST00000381210	ENSCAFT00000048044
ZBED1	ENST00000381218	ENSCAFT00000017616
ASMT	ENST00000381229	ENSCAFT00000038057
CCDC91	ENST00000381259	ENSCAFT00000068117
SLC8A3	ENST00000381269	ENSCAFT00000067732
KLHL42	ENST00000381271	ENSCAFT00000017435
MANSC4	ENST00000381273	ENSCAFT00000039521
SMOC1	ENST00000381280	ENSCAFT00000061326
KDM4C	ENST00000381309	ENSCAFT00000072107
ADARB2	ENST00000381312	ENSCAFT00000008891
ASMTL	ENST00000381317	ENSCAFT00000024283
TMEM165	ENST00000381334	ENSCAFT00000075364
THUMPD1	ENST00000381337	ENSCAFT00000028563
ITPR2	ENST00000381340	ENSCAFT00000018058
RDH11	ENST00000381346	ENSCAFT00000086879
ETFRF1	ENST00000381356	ENSCAFT00000043563
GP2	ENST00000381362	ENSCAFT00000028632
CDC20B	ENST00000381375	ENSCAFT00000010869
CCP110	ENST00000381396	ENSCAFT00000067224
SLC25A6	ENST00000381401	ENSCAFT00000017551
ESM1	ENST00000381405	ENSCAFT00000029200
HR	ENST00000381418	ENSCAFT00000015345
SGCB	ENST00000381431	ENSCAFT00000003166
IL33	ENST00000381434	ENSCAFT00000002106
GPR12	ENST00000381436	ENSCAFT00000010970
TGM3	ENST00000381458	ENSCAFT00000070988
MLANA	ENST00000381471	ENSCAFT00000002099
DENND1C	ENST00000381480	ENSCAFT00000029583
TEC	ENST00000381501	ENSCAFT00000003088
CSF2RA	ENST00000381524	ENSCAFT00000017564
E2F6	ENST00000381525	ENSCAFT00000005733
CDK8	ENST00000381527	ENSCAFT00000011055
CRLF2	ENST00000381566	ENSCAFT00000017557
COMMD8	ENST00000381571	ENSCAFT00000003004
CD274	ENST00000381577	ENSCAFT00000003346
SHOX	ENST00000381578	ENSCAFT00000017459
ZMYND11	ENST00000381591	ENSCAFT00000079133
CATSPERD	ENST00000381624	ENSCAFT00000029784
RLN2	ENST00000381627	ENSCAFT00000035777
ZZEF1	ENST00000381638	ENSCAFT00000024162
INSL6	ENST00000381641	ENSCAFT00000003338
JAK2	ENST00000381652	ENSCAFT00000089120
ATP8A1	ENST00000381668	ENSCAFT00000080866
BAIAP2L2	ENST00000381669	ENSCAFT00000002222
NOL10	ENST00000381685	ENSCAFT00000078206
FKBP1A	ENST00000381719	ENSCAFT00000010940
NUP58	ENST00000381736	ENSCAFT00000011338
CPPED1	ENST00000381774	ENSCAFT00000047642
ARRDC5	ENST00000381781	ENSCAFT00000035142
NSUN7	ENST00000381782	ENSCAFT00000025188
RHOH	ENST00000381799	ENSCAFT00000025229
MTMR6	ENST00000381801	ENSCAFT00000065732
TEX33	ENST00000381821	ENSCAFT00000073960
FGL1	ENST00000381840	ENSCAFT00000044602
PLIN5	ENST00000381848	ENSCAFT00000030208
CDC37L1	ENST00000381854	ENSCAFT00000090053
PLPP6	ENST00000381883	ENSCAFT00000003285
CENPJ	ENST00000381884	ENSCAFT00000011844
TMEM74B	ENST00000381894	ENSCAFT00000010982
RFC1	ENST00000381897	ENSCAFT00000070204
METTL22	ENST00000381920	ENSCAFT00000030243
ANGPT4	ENST00000381922	ENSCAFT00000011042
TMEM52B	ENST00000381923	ENSCAFT00000021382
NADK2	ENST00000381937	ENSCAFT00000086512
TMEM156	ENST00000381938	ENSCAFT00000025633
ATP12A	ENST00000381946	ENSCAFT00000011912
TLR6	ENST00000381950	ENSCAFT00000025664
SRXN1	ENST00000381962	ENSCAFT00000044292
PGM2	ENST00000381967	ENSCAFT00000025789
SYT8	ENST00000381968	ENSCAFT00000015995
PARP4	ENST00000381989	ENSCAFT00000011825
GPNMB	ENST00000381990	ENSCAFT00000004389
RFX3	ENST00000382004	ENSCAFT00000084168
RSAD2	ENST00000382040	ENSCAFT00000005279
NIN	ENST00000382041	ENSCAFT00000023130
SLC34A2	ENST00000382051	ENSCAFT00000026026
KCNV2	ENST00000382082	ENSCAFT00000003213
VLDLR	ENST00000382100	ENSCAFT00000037581
SEPSECS	ENST00000382103	ENSCAFT00000044428
LGI2	ENST00000382114	ENSCAFT00000026123
SOD3	ENST00000382120	ENSCAFT00000091044
EIPR1	ENST00000382125	ENSCAFT00000005219
MTMR12	ENST00000382142	ENSCAFT00000030022
KCNIP4	ENST00000382152	ENSCAFT00000061238
MIPEP	ENST00000382172	ENSCAFT00000011440
IGF2BP2	ENST00000382199	ENSCAFT00000021148
DEFB136	ENST00000382209	ENSCAFT00000038141
LCORL	ENST00000382226	ENSCAFT00000059773
DCAF16	ENST00000382247	ENSCAFT00000060332
CDH12	ENST00000382254	ENSCAFT00000030227
TNFRSF19	ENST00000382258	ENSCAFT00000071586
DMRT1	ENST00000382276	ENSCAFT00000003142
ZG16B	ENST00000382280	ENSCAFT00000030756
NRSN2	ENST00000382285	ENSCAFT00000047542
