WNK2	ENST00000297954	ENSCAFT00000042749
POLR3E	ENST00000299853	ENSCAFT00000028130
BMS1	ENST00000374518	ENSCAFT00000011417
C1QTNF7	ENST00000429690	ENSCAFT00000049884
F13A1	ENST00000264870	ENSCAFT00000090984
SMAD9	ENST00000379826	ENSCAFT00000009977
STIM1	ENST00000300737	ENSCAFT00000062973
OR13G1	ENST00000359688	ENSCAFT00000038890
AKAP12	ENST00000253332	ENSCAFT00000069131
TMPRSS11A	ENST00000334830	ENSCAFT00000004476
RIC1	ENST00000414202	ENSCAFT00000003356
FHL5	ENST00000326771	ENSCAFT00000048581
IAH1	ENST00000497473	ENSCAFT00000005424
MSL2	ENST00000309993	ENSCAFT00000011331
NEURL3	ENST00000451794	ENSCAFT00000010560
CDKN2C	ENST00000262662	ENSCAFT00000049792
ESCO2	ENST00000305188	ENSCAFT00000049239
PRR11	ENST00000262293	ENSCAFT00000027880
GPATCH2	ENST00000366935	ENSCAFT00000017151
REEP3	ENST00000373758	ENSCAFT00000044317
AP5Z1	ENST00000348624	ENSCAFT00000063533
PIGV	ENST00000078527	ENSCAFT00000049117
CCDC102B	ENST00000319445	ENSCAFT00000066785
ETV4	ENST00000319349	ENSCAFT00000046505
MARK4	ENST00000262891	ENSCAFT00000007300
OR10K1	ENST00000289451	ENSCAFT00000037015
RBBP4	ENST00000373493	ENSCAFT00000073747
ZNF569	ENST00000316950	ENSCAFT00000045573
SF3A2	ENST00000221494	ENSCAFT00000049949
TSPO	ENST00000329563	ENSCAFT00000063239
SMCO3	ENST00000316048	ENSCAFT00000020593
TPST1	ENST00000304842	ENSCAFT00000082290
RCAN1	ENST00000313806	ENSCAFT00000045558
CEP57	ENST00000325542	ENSCAFT00000077711
LCTL	ENST00000341509	ENSCAFT00000027451
AGGF1	ENST00000312916	ENSCAFT00000064868
NEUROD2	ENST00000302584	ENSCAFT00000026005
ARHGDIA	ENST00000269321	ENSCAFT00000062901
FZD2	ENST00000315323	ENSCAFT00000022432
OR11H6	ENST00000315519	ENSCAFT00000035893
S100A2	ENST00000368708	ENSCAFT00000082687
HES4	ENST00000304952	ENSCAFT00000043997
L1CAM	ENST00000370060	ENSCAFT00000088508
TMSB10	ENST00000233143	ENSCAFT00000012570
ZBTB20	ENST00000474710	ENSCAFT00000017209
SETD1A	ENST00000262519	ENSCAFT00000026533
NOP9	ENST00000267425	ENSCAFT00000019417
CECR2	ENST00000342247	ENSCAFT00000025605
PIK3R5	ENST00000447110	ENSCAFT00000027550
SYN2	ENST00000621198	ENSCAFT00000008029
ACTR5	ENST00000243903	ENSCAFT00000014316
KRT20	ENST00000167588	ENSCAFT00000038760
PIKFYVE	ENST00000264380	ENSCAFT00000075752
PON3	ENST00000265627	ENSCAFT00000086443
CDK14	ENST00000380050	ENSCAFT00000074582
PTBP2	ENST00000426398	ENSCAFT00000031985
RNF14	ENST00000347642	ENSCAFT00000035645
NPNT	ENST00000379987	ENSCAFT00000071239
STRADB	ENST00000194530	ENSCAFT00000019520
IRX4	ENST00000231357	ENSCAFT00000016576
PLN	ENST00000357525	ENSCAFT00000087967
SPCS3	ENST00000503362	ENSCAFT00000039350
MGARP	ENST00000398955	ENSCAFT00000005999
MTCH1	ENST00000373627	ENSCAFT00000036427
REPS2	ENST00000357277	ENSCAFT00000020265
TMEM234	ENST00000344461	ENSCAFT00000017020
TRIM59	ENST00000309784	ENSCAFT00000045752
CIP2A	ENST00000295746	ENSCAFT00000048903
LDB3	ENST00000361373	ENSCAFT00000025464
S100A5	ENST00000368717	ENSCAFT00000027809
CBL	ENST00000264033	ENSCAFT00000092192
NT5M	ENST00000389022	ENSCAFT00000046962
SYT1	ENST00000261205	ENSCAFT00000009301
RCN1	ENST00000054950	ENSCAFT00000039726
TMEM161A	ENST00000162044	ENSCAFT00000077019
HYKK	ENST00000388988	ENSCAFT00000042941
JHY	ENST00000227349	ENSCAFT00000018556
DLST	ENST00000334220	ENSCAFT00000066148
METTL9	ENST00000358154	ENSCAFT00000028091
GTF2IRD1	ENST00000265755	ENSCAFT00000018878
EMC10	ENST00000334976	ENSCAFT00000064418
POLQ	ENST00000264233	ENSCAFT00000018256
POLR3H	ENST00000355209	ENSCAFT00000068203
CCNA1	ENST00000255465	ENSCAFT00000010017
TOPORS	ENST00000360538	ENSCAFT00000002842
PPP2R5E	ENST00000337537	ENSCAFT00000067568
C1QBP	ENST00000225698	ENSCAFT00000024628
CCL26	ENST00000005180	ENSCAFT00000043418
DBT	ENST00000370132	ENSCAFT00000031852
SERPINC1	ENST00000367698	ENSCAFT00000023017
SIX4	ENST00000216513	ENSCAFT00000047206
SLC8B1	ENST00000202831	ENSCAFT00000092957
UNC93A	ENST00000230256	ENSCAFT00000001339
ZNF784	ENST00000325351	ENSCAFT00000044737
CA14	ENST00000369111	ENSCAFT00000018682
PATL2	ENST00000434130	ENSCAFT00000021612
SCYL3	ENST00000367770	ENSCAFT00000024012
GTF3C1	ENST00000356183	ENSCAFT00000027594
ALDH1A2	ENST00000249750	ENSCAFT00000084795
ANXA6	ENST00000354546	ENSCAFT00000028499
MICAL2	ENST00000256194	ENSCAFT00000012580
NKX2-4	ENST00000351817	ENSCAFT00000047608
GAPDHS	ENST00000222286	ENSCAFT00000011246
UBXN1	ENST00000301935	ENSCAFT00000046195
MME	ENST00000360490	ENSCAFT00000091049
DLGAP3	ENST00000235180	ENSCAFT00000060555
SDHAF2	ENST00000301761	ENSCAFT00000046459
GPR87	ENST00000260843	ENSCAFT00000013533
OVGP1	ENST00000369732	ENSCAFT00000021783
GRHL1	ENST00000324907	ENSCAFT00000045268
MRPL2	ENST00000388752	ENSCAFT00000002798
RFX1	ENST00000254325	ENSCAFT00000071578
TMEM139	ENST00000359333	ENSCAFT00000048641
ZDHHC12	ENST00000372663	ENSCAFT00000031890
SCN3A	ENST00000360093	ENSCAFT00000049158
APBB3	ENST00000357560	ENSCAFT00000009406
CLDN25	ENST00000453129	ENSCAFT00000037241
ZYG11B	ENST00000294353	ENSCAFT00000080124
OR5D18	ENST00000333976	ENSCAFT00000012947
GRID2	ENST00000282020	ENSCAFT00000038682
OPN1SW	ENST00000249389	ENSCAFT00000002570
PHLDB2	ENST00000393925	ENSCAFT00000076788
CNDP1	ENST00000358821	ENSCAFT00000083384
TRANK1	ENST00000429976	ENSCAFT00000077905
ID1	ENST00000376112	ENSCAFT00000011300
INSYN2A	ENST00000522781	ENSCAFT00000046149
PPIC	ENST00000306442	ENSCAFT00000046555
BYSL	ENST00000230340	ENSCAFT00000002535
LSM4	ENST00000593829	ENSCAFT00000023655
SAXO1	ENST00000380534	ENSCAFT00000002491
LRRD1	ENST00000430130	ENSCAFT00000003077
ZMYND8	ENST00000311275	ENSCAFT00000070369
TNFRSF1B	ENST00000376259	ENSCAFT00000091740
SP3	ENST00000310015	ENSCAFT00000020911
BHLHE40	ENST00000256495	ENSCAFT00000009043
ACTRT3	ENST00000330368	ENSCAFT00000023314
NAB1	ENST00000337386	ENSCAFT00000015087
UBE2U	ENST00000611228	ENSCAFT00000066705
AHRR	ENST00000505113	ENSCAFT00000039404
KCNK16	ENST00000373229	ENSCAFT00000070545
NLK	ENST00000407008	ENSCAFT00000029610
TBC1D31	ENST00000287380	ENSCAFT00000001523
TDP2	ENST00000378198	ENSCAFT00000016565
SYCP2	ENST00000357552	ENSCAFT00000050079
ATP6AP2	ENST00000378438	ENSCAFT00000089409
TMEM220	ENST00000341871	ENSCAFT00000027890
HHEX	ENST00000282728	ENSCAFT00000012018
ILF2	ENST00000361891	ENSCAFT00000027777
FAH	ENST00000261755	ENSCAFT00000022144
NAXE	ENST00000368235	ENSCAFT00000026588
TCAF1	ENST00000479870	ENSCAFT00000005664
RELB	ENST00000221452	ENSCAFT00000007406
SLC10A6	ENST00000273905	ENSCAFT00000015025
THPO	ENST00000204615	ENSCAFT00000065778
RNF114	ENST00000244061	ENSCAFT00000018233
NEMP1	ENST00000300128	ENSCAFT00000000256
TRABD2B	ENST00000606738	ENSCAFT00000085772
ZNF862	ENST00000223210	ENSCAFT00000047110
ZSCAN22	ENST00000329665	ENSCAFT00000049294
STX10	ENST00000587230	ENSCAFT00000027011
APOBEC1	ENST00000229304	ENSCAFT00000080618
ITPR1	ENST00000354582	ENSCAFT00000009554
RIPOR2	ENST00000259698	ENSCAFT00000016628
XKR4	ENST00000327381	ENSCAFT00000011208
OSBPL7	ENST00000007414	ENSCAFT00000026566
LDB2	ENST00000304523	ENSCAFT00000093701
OR4E2	ENST00000408935	ENSCAFT00000009149
PPP5C	ENST00000012443	ENSCAFT00000080727
OPA1	ENST00000392438	ENSCAFT00000014557
MYO19	ENST00000614623	ENSCAFT00000028288
REXO4	ENST00000371942	ENSCAFT00000031428
IBA57	ENST00000366711	ENSCAFT00000001809
EIF2B4	ENST00000347454	ENSCAFT00000035738
RMND5B	ENST00000313386	ENSCAFT00000076160
TANGO2	ENST00000327374	ENSCAFT00000084489
HDAC2	ENST00000519065	ENSCAFT00000046686
PLD4	ENST00000392593	ENSCAFT00000043179
MAT1A	ENST00000372213	ENSCAFT00000081732
GRXCR2	ENST00000377976	ENSCAFT00000036208
CEP85	ENST00000252992	ENSCAFT00000020016
ALPK1	ENST00000177648	ENSCAFT00000018520
KCNK2	ENST00000444842	ENSCAFT00000020046
ZNF529	ENST00000591340	ENSCAFT00000045339
SLC25A13	ENST00000265631	ENSCAFT00000003424
ADIPOR1	ENST00000340990	ENSCAFT00000016511
FBXO4	ENST00000281623	ENSCAFT00000029504
DUSP14	ENST00000613659	ENSCAFT00000028818
CHMP4A	ENST00000609024	ENSCAFT00000093068
MAGIX	ENST00000595224	ENSCAFT00000043828
S1PR5	ENST00000333430	ENSCAFT00000028190
ADGRE3	ENST00000253673	ENSCAFT00000089627
RHEX	ENST00000331555	ENSCAFT00000048475
SLCO2B1	ENST00000289575	ENSCAFT00000008778
B3GAT1	ENST00000312527	ENSCAFT00000036235
MAP7D2	ENST00000379651	ENSCAFT00000020802
SCN4B	ENST00000324727	ENSCAFT00000020335
ARHGEF37	ENST00000333677	ENSCAFT00000029042
TRIM29	ENST00000341846	ENSCAFT00000019061
CHST11	ENST00000303694	ENSCAFT00000049517
ACSL1	ENST00000281455	ENSCAFT00000089501
FMN2	ENST00000319653	ENSCAFT00000082804
LRRC10B	ENST00000378075	ENSCAFT00000039450
NUDT3	ENST00000607016	ENSCAFT00000001875
CEP104	ENST00000378230	ENSCAFT00000071902
FRAT1	ENST00000371021	ENSCAFT00000071087
IZUMO3	ENST00000543880	ENSCAFT00000047277
TMED3	ENST00000299705	ENSCAFT00000046175
DNAAF4	ENST00000321149	ENSCAFT00000025241
GH1	ENST00000323322	ENSCAFT00000020118
DCUN1D5	ENST00000260247	ENSCAFT00000023873
TSNARE1	ENST00000524325	ENSCAFT00000073862
TERF1	ENST00000276603	ENSCAFT00000012746
LIPE	ENST00000244289	ENSCAFT00000007755
ABCD2	ENST00000308666	ENSCAFT00000015953
RPL3L	ENST00000268661	ENSCAFT00000069467
CUTA	ENST00000440930	ENSCAFT00000043937
ANKS1A	ENST00000360359	ENSCAFT00000059871
MTRES1	ENST00000311381	ENSCAFT00000006004
ADGRG5	ENST00000340339	ENSCAFT00000013830
EIF3G	ENST00000253108	ENSCAFT00000028426
RNF121	ENST00000361756	ENSCAFT00000087708
AMTN	ENST00000339336	ENSCAFT00000004628
CLEC4F	ENST00000272367	ENSCAFT00000005521
FYTTD1	ENST00000241502	ENSCAFT00000046263
HAPLN4	ENST00000291481	ENSCAFT00000036300
ADAMTS18	ENST00000282849	ENSCAFT00000031887
MEIOB	ENST00000397344	ENSCAFT00000059712
UBR1	ENST00000290650	ENSCAFT00000063148
CABP5	ENST00000293255	ENSCAFT00000006503
PCTP	ENST00000268896	ENSCAFT00000071667
SYCE1L	ENST00000378644	ENSCAFT00000049842
GPR33	ENST00000399285	ENSCAFT00000020860
C12orf43	ENST00000288757	ENSCAFT00000047334
MTO1	ENST00000370300	ENSCAFT00000004181
RPN2	ENST00000237530	ENSCAFT00000069404
MBOAT7	ENST00000245615	ENSCAFT00000088240
LCN2	ENST00000277480	ENSCAFT00000031971
CDK5RAP2	ENST00000349780	ENSCAFT00000005724
OTC	ENST00000039007	ENSCAFT00000022277
DDX54	ENST00000306014	ENSCAFT00000073346
PEA15	ENST00000360472	ENSCAFT00000019805
SLC5A4	ENST00000266086	ENSCAFT00000021450
TFB1M	ENST00000367166	ENSCAFT00000000895
UBE2F	ENST00000272930	ENSCAFT00000089330
GPR85	ENST00000297146	ENSCAFT00000005336
ZNF699	ENST00000308650	ENSCAFT00000077312
B4GALNT3	ENST00000266383	ENSCAFT00000071712
PHACTR4	ENST00000373839	ENSCAFT00000088214
CIAPIN1	ENST00000394391	ENSCAFT00000013902
STAB2	ENST00000388887	ENSCAFT00000011754
PCBP4	ENST00000322099	ENSCAFT00000092479
NEURL2	ENST00000372518	ENSCAFT00000015524
CALCOCO1	ENST00000550804	ENSCAFT00000089059
CENPE	ENST00000265148	ENSCAFT00000017249
DAG1	ENST00000308775	ENSCAFT00000017810
RBSN	ENST00000253699	ENSCAFT00000093695
SLC4A11	ENST00000380056	ENSCAFT00000010324
RNASEH2A	ENST00000221486	ENSCAFT00000027175
NAA50	ENST00000240922	ENSCAFT00000066233
NR6A1	ENST00000487099	ENSCAFT00000062222
TPM1	ENST00000403994	ENSCAFT00000089896
GABRA2	ENST00000356504	ENSCAFT00000070500
VAT1L	ENST00000302536	ENSCAFT00000031879
ZNF677	ENST00000333952	ENSCAFT00000062211
BCL2L15	ENST00000393316	ENSCAFT00000014713
DHODH	ENST00000219240	ENSCAFT00000071575
TRIM50	ENST00000333149	ENSCAFT00000020820
COLGALT1	ENST00000252599	ENSCAFT00000024198
MAF1	ENST00000322428	ENSCAFT00000072103
PELI1	ENST00000358912	ENSCAFT00000005092
TYR	ENST00000263321	ENSCAFT00000007027
NMB	ENST00000360476	ENSCAFT00000042783
MEA1	ENST00000244711	ENSCAFT00000002751
SLC4A10	ENST00000446997	ENSCAFT00000062661
GKN2	ENST00000328895	ENSCAFT00000035332
CCDC22	ENST00000376227	ENSCAFT00000025232
RNASEH2B	ENST00000336617	ENSCAFT00000081429
STPG4	ENST00000445927	ENSCAFT00000004157
CHL1	ENST00000397491	ENSCAFT00000010134
COX4I1	ENST00000253452	ENSCAFT00000031692
VPS51	ENST00000279281	ENSCAFT00000022152
CFAP299	ENST00000358105	ENSCAFT00000048534
MS4A2	ENST00000278888	ENSCAFT00000016459
ABHD18	ENST00000398965	ENSCAFT00000069775
GAPT	ENST00000318469	ENSCAFT00000011213
USF1	ENST00000368020	ENSCAFT00000020148
MED13L	ENST00000281928	ENSCAFT00000014752
PRDM2	ENST00000235372	ENSCAFT00000025940
SCAF11	ENST00000369367	ENSCAFT00000077327
OGFOD1	ENST00000566157	ENSCAFT00000082602
THRSP	ENST00000281030	ENSCAFT00000007803
TMEM115	ENST00000266025	ENSCAFT00000016810
NMNAT2	ENST00000287713	ENSCAFT00000070122
SLC25A29	ENST00000359232	ENSCAFT00000071117
NMRK1	ENST00000361092	ENSCAFT00000076342
PRUNE2	ENST00000376718	ENSCAFT00000002577
RAP2C	ENST00000342983	ENSCAFT00000029888
UPRT	ENST00000373383	ENSCAFT00000027273
DCTN4	ENST00000447998	ENSCAFT00000028722
ARHGAP36	ENST00000276211	ENSCAFT00000029818
ITGB5	ENST00000296181	ENSCAFT00000043921
SMIM6	ENST00000556126	ENSCAFT00000092227
TMEM156	ENST00000381938	ENSCAFT00000025633
SCN1B	ENST00000262631	ENSCAFT00000011430
OSBPL1A	ENST00000319481	ENSCAFT00000022395
ELMOD1	ENST00000265840	ENSCAFT00000023310
APOA2	ENST00000367990	ENSCAFT00000020461
CRAMP1	ENST00000293925	ENSCAFT00000022684
PKD2L2	ENST00000508883	ENSCAFT00000001760
RBM4B	ENST00000310046	ENSCAFT00000019655
NRBP2	ENST00000442628	ENSCAFT00000089737
PIGF	ENST00000281382	ENSCAFT00000004138
SPAG6	ENST00000376624	ENSCAFT00000046426
IRX6	ENST00000290552	ENSCAFT00000065192
LNX2	ENST00000316334	ENSCAFT00000010916
SLC26A10	ENST00000320442	ENSCAFT00000086905
PAIP2B	ENST00000244221	ENSCAFT00000072252
QKI	ENST00000361752	ENSCAFT00000035144
LONRF3	ENST00000371628	ENSCAFT00000063634
MFAP3	ENST00000322602	ENSCAFT00000045985
NFE2L1	ENST00000362042	ENSCAFT00000035396
ITGB8	ENST00000222573	ENSCAFT00000092191
CNBD1	ENST00000518476	ENSCAFT00000063349
WDR91	ENST00000354475	ENSCAFT00000005137
WFDC9	ENST00000326000	ENSCAFT00000037950
HNRNPA3	ENST00000392524	ENSCAFT00000021410
PSMA8	ENST00000308268	ENSCAFT00000028809
DTYMK	ENST00000305784	ENSCAFT00000020745
B3GALT1	ENST00000392690	ENSCAFT00000018577
BCL9L	ENST00000334801	ENSCAFT00000077514
ENTPD3	ENST00000301825	ENSCAFT00000008263
FLRT1	ENST00000246841	ENSCAFT00000023385
FUT10	ENST00000327671	ENSCAFT00000010244
RAP1GAP2	ENST00000254695	ENSCAFT00000069984
LDHB	ENST00000350669	ENSCAFT00000038979
PIMREG	ENST00000250056	ENSCAFT00000080938
RANBP17	ENST00000523189	ENSCAFT00000048047
COX10	ENST00000261643	ENSCAFT00000028403
CXCL11	ENST00000306621	ENSCAFT00000070268
TSPAN19	ENST00000532498	ENSCAFT00000044280
LONRF1	ENST00000398246	ENSCAFT00000047804
ZFAND3	ENST00000287218	ENSCAFT00000076823
SRF	ENST00000265354	ENSCAFT00000002887
FAT2	ENST00000261800	ENSCAFT00000028363
INHBE	ENST00000266646	ENSCAFT00000082110
MARCKS	ENST00000612661	ENSCAFT00000076455
CHAC2	ENST00000295304	ENSCAFT00000004309
GDF10	ENST00000580279	ENSCAFT00000066739
SKP2	ENST00000274255	ENSCAFT00000029721
PTPN1	ENST00000371621	ENSCAFT00000039526
ZDHHC23	ENST00000330212	ENSCAFT00000017099
DUSP9	ENST00000342782	ENSCAFT00000060044
ESCO1	ENST00000269214	ENSCAFT00000082441
SLC2A10	ENST00000359271	ENSCAFT00000016947
H2AZ2	ENST00000308153	ENSCAFT00000084756
POLR2G	ENST00000301788	ENSCAFT00000024524
KIFC2	ENST00000301332	ENSCAFT00000002564
MATN3	ENST00000407540	ENSCAFT00000006150
MAP3K7CL	ENST00000286791	ENSCAFT00000048842
TLK2	ENST00000326270	ENSCAFT00000081494
ARHGAP30	ENST00000368013	ENSCAFT00000020156
LRRC55	ENST00000497933	ENSCAFT00000045183
PBLD	ENST00000309049	ENSCAFT00000045502
TNNI1	ENST00000336092	ENSCAFT00000017160
RHAG	ENST00000371175	ENSCAFT00000049913
ORAI1	ENST00000616379	ENSCAFT00000013072
CFTR	ENST00000003084	ENSCAFT00000005518
ELMO2	ENST00000290246	ENSCAFT00000067072
NKX6-2	ENST00000368592	ENSCAFT00000076089
GPR62	ENST00000322241	ENSCAFT00000015959
ARL6IP6	ENST00000326446	ENSCAFT00000009413
LRRK2	ENST00000298910	ENSCAFT00000015801
IL17RE	ENST00000383814	ENSCAFT00000008477
CIZ1	ENST00000372938	ENSCAFT00000063131
HABP4	ENST00000375249	ENSCAFT00000001864
PLEKHG3	ENST00000394691	ENSCAFT00000082669
CCDC130	ENST00000221554	ENSCAFT00000063433
WDR35	ENST00000345530	ENSCAFT00000006134
GLRA2	ENST00000218075	ENSCAFT00000018822
L1TD1	ENST00000498273	ENSCAFT00000046417
ITGA10	ENST00000369304	ENSCAFT00000086022
CREB3L3	ENST00000078445	ENSCAFT00000030377
LPIN3	ENST00000373257	ENSCAFT00000014564
GPR139	ENST00000570682	ENSCAFT00000028634
IFT27	ENST00000433985	ENSCAFT00000091754
KCNIP1	ENST00000411494	ENSCAFT00000026832
PDCL	ENST00000259467	ENSCAFT00000046600
UQCC2	ENST00000607484	ENSCAFT00000001836
THBD	ENST00000377103	ENSCAFT00000008309
ZNF227	ENST00000313040	ENSCAFT00000007560
FAM76A	ENST00000373954	ENSCAFT00000065198
PNP	ENST00000361505	ENSCAFT00000008717
RHPN2	ENST00000254260	ENSCAFT00000011953
NRG2	ENST00000361474	ENSCAFT00000009237
OR6P1	ENST00000334632	ENSCAFT00000018420
SORL1	ENST00000260197	ENSCAFT00000018722
S100A16	ENST00000368703	ENSCAFT00000027800
SEPTIN4	ENST00000317268	ENSCAFT00000072829
TMEM203	ENST00000343666	ENSCAFT00000030969
AXIN2	ENST00000307078	ENSCAFT00000017890
CRCT1	ENST00000368790	ENSCAFT00000047864
BMPR1A	ENST00000372037	ENSCAFT00000025524
ERLIN2	ENST00000276461	ENSCAFT00000010037
RGS13	ENST00000391995	ENSCAFT00000049109
LGI3	ENST00000306317	ENSCAFT00000015312
SURF4	ENST00000371989	ENSCAFT00000031420
BBS2	ENST00000245157	ENSCAFT00000014523
NSUN2	ENST00000264670	ENSCAFT00000016429
GPBAR1	ENST00000479077	ENSCAFT00000045877
GNB5	ENST00000261837	ENSCAFT00000024816
KIF9	ENST00000265529	ENSCAFT00000079110
MRPL50	ENST00000374865	ENSCAFT00000044806
OPCML	ENST00000331898	ENSCAFT00000060835
TSNAXIP1	ENST00000388833	ENSCAFT00000032406
UBXN11	ENST00000374221	ENSCAFT00000019951
PKLR	ENST00000342741	ENSCAFT00000059523
CISH	ENST00000348721	ENSCAFT00000016332
ZNF800	ENST00000265827	ENSCAFT00000079303
ABCB11	ENST00000263817	ENSCAFT00000048225
REX1BD	ENST00000358607	ENSCAFT00000082046
HAPLN2	ENST00000255039	ENSCAFT00000026568
PLA2G15	ENST00000219345	ENSCAFT00000032360
IMPA2	ENST00000269159	ENSCAFT00000074766
RWDD2B	ENST00000493196	ENSCAFT00000068726
KDM4B	ENST00000159111	ENSCAFT00000092302
PIGS	ENST00000308360	ENSCAFT00000029708
PLAAT3	ENST00000323646	ENSCAFT00000042780
KATNAL2	ENST00000356157	ENSCAFT00000027875
RAC1	ENST00000348035	ENSCAFT00000036656
C6orf58	ENST00000329722	ENSCAFT00000001639
RNF141	ENST00000265981	ENSCAFT00000069395
SH2D6	ENST00000340326	ENSCAFT00000012428
ZNF683	ENST00000403843	ENSCAFT00000019839
TRHR	ENST00000311762	ENSCAFT00000001115
PCDHGA1	ENST00000517417	ENSCAFT00000009853
F12	ENST00000253496	ENSCAFT00000025831
ERC1	ENST00000360905	ENSCAFT00000062473
CAVIN1	ENST00000357037	ENSCAFT00000043084
LMX1A	ENST00000294816	ENSCAFT00000021142
BAZ1B	ENST00000339594	ENSCAFT00000046458
CYP4X1	ENST00000371901	ENSCAFT00000006579
PPIL4	ENST00000253329	ENSCAFT00000000593
RPS24	ENST00000372360	ENSCAFT00000092595
SPAG7	ENST00000206020	ENSCAFT00000024979
WDR12	ENST00000261015	ENSCAFT00000019894
CFAP43	ENST00000357060	ENSCAFT00000016791
NSD1	ENST00000439151	ENSCAFT00000026110
RAB3A	ENST00000222256	ENSCAFT00000075086
PPP2CB	ENST00000221138	ENSCAFT00000010425
FYCO1	ENST00000296137	ENSCAFT00000022002
EDIL3	ENST00000296591	ENSCAFT00000013454
NCR3	ENST00000340027	ENSCAFT00000048182
ARHGAP5	ENST00000345122	ENSCAFT00000084777
ALDH18A1	ENST00000371224	ENSCAFT00000013315
RRAGD	ENST00000369415	ENSCAFT00000004979
DUSP1	ENST00000239223	ENSCAFT00000047739
GTPBP1	ENST00000216044	ENSCAFT00000074898
WDFY3	ENST00000295888	ENSCAFT00000065696
PREX1	ENST00000371941	ENSCAFT00000047790
MTMR2	ENST00000346299	ENSCAFT00000065109
ZNF471	ENST00000308031	ENSCAFT00000048836
CTCF	ENST00000264010	ENSCAFT00000032418
GRHL3	ENST00000350501	ENSCAFT00000020638
RPL32	ENST00000396953	ENSCAFT00000007852
TBC1D2B	ENST00000300584	ENSCAFT00000022473
ZNF397	ENST00000330501	ENSCAFT00000028457
EPS8	ENST00000281172	ENSCAFT00000084563
ZPR1	ENST00000227322	ENSCAFT00000021222
PIP5K1C	ENST00000335312	ENSCAFT00000030486
RCAN3	ENST00000374395	ENSCAFT00000063671
REC8	ENST00000611366	ENSCAFT00000019096
GNPTAB	ENST00000299314	ENSCAFT00000048157
LPIN1	ENST00000256720	ENSCAFT00000081220
FBP2	ENST00000375337	ENSCAFT00000048061
NSMF	ENST00000371475	ENSCAFT00000073473
ATL3	ENST00000398868	ENSCAFT00000023930
HTRA1	ENST00000368984	ENSCAFT00000019916
ID3	ENST00000374561	ENSCAFT00000021046
MAP3K13	ENST00000265026	ENSCAFT00000020989
NDFIP2	ENST00000218652	ENSCAFT00000091612
ODF2L	ENST00000317336	ENSCAFT00000032269
SHROOM3	ENST00000296043	ENSCAFT00000084279
SH3YL1	ENST00000356150	ENSCAFT00000005142
USP10	ENST00000219473	ENSCAFT00000031734
SSC5D	ENST00000389623	ENSCAFT00000004052
ZNF394	ENST00000337673	ENSCAFT00000023824
NAA40	ENST00000377793	ENSCAFT00000081418
GPR65	ENST00000267549	ENSCAFT00000027475
DDX42	ENST00000389924	ENSCAFT00000020366
ALDH7A1	ENST00000409134	ENSCAFT00000075285
DDX24	ENST00000613280	ENSCAFT00000027950
MSX2	ENST00000239243	ENSCAFT00000046226
PIPOX	ENST00000323372	ENSCAFT00000029972
DIP2A	ENST00000417564	ENSCAFT00000080512
SH3D19	ENST00000304527	ENSCAFT00000012817
SLC22A8	ENST00000336232	ENSCAFT00000024505
DIS3	ENST00000377767	ENSCAFT00000008080
PCGF3	ENST00000362003	ENSCAFT00000088845
CYP2A13	ENST00000330436	ENSCAFT00000008163
KCND1	ENST00000218176	ENSCAFT00000024865
KCNG3	ENST00000306078	ENSCAFT00000010528
CYP19A1	ENST00000260433	ENSCAFT00000024355
DHX15	ENST00000336812	ENSCAFT00000026155
ABHD15	ENST00000307201	ENSCAFT00000064208
BMPR2	ENST00000374580	ENSCAFT00000036570
MLN	ENST00000430124	ENSCAFT00000061820
BEX4	ENST00000372691	ENSCAFT00000007100
IL1A	ENST00000263339	ENSCAFT00000045928
SELENOS	ENST00000398226	ENSCAFT00000046716
LSM14A	ENST00000433627	ENSCAFT00000011761
GNA12	ENST00000275364	ENSCAFT00000046869
MAP4K4	ENST00000347699	ENSCAFT00000048277
CCDC93	ENST00000376300	ENSCAFT00000082201
ABCA5	ENST00000392676	ENSCAFT00000076821
NIPA2	ENST00000337451	ENSCAFT00000015476
NRSN2	ENST00000382285	ENSCAFT00000047542
PEX19	ENST00000368072	ENSCAFT00000019883
CSNK1E	ENST00000359867	ENSCAFT00000062223
A2ML1	ENST00000299698	ENSCAFT00000021984
PTPN6	ENST00000318974	ENSCAFT00000063780
IL6R	ENST00000368485	ENSCAFT00000027211
PROSER1	ENST00000352251	ENSCAFT00000009688
SMARCE1	ENST00000348513	ENSCAFT00000025432
OR2D2	ENST00000299459	ENSCAFT00000080015
SPSB2	ENST00000523102	ENSCAFT00000023090
FAM133B	ENST00000445716	ENSCAFT00000044219
RAVER2	ENST00000294428	ENSCAFT00000036664
CCDC189	ENST00000543610	ENSCAFT00000026399
ZNF555	ENST00000334241	ENSCAFT00000071321
BGN	ENST00000331595	ENSCAFT00000030457
CLEC5A	ENST00000546910	ENSCAFT00000090798
HPCAL4	ENST00000372844	ENSCAFT00000075632
CCDC71	ENST00000321895	ENSCAFT00000018586
TRIM72	ENST00000322122	ENSCAFT00000088849
MNDA	ENST00000368141	ENSCAFT00000018594
DHX40	ENST00000251241	ENSCAFT00000048714
NLN	ENST00000380985	ENSCAFT00000064058
MUC5B	ENST00000529681	ENSCAFT00000015796
VARS1	ENST00000211402	ENSCAFT00000086392
WASF2	ENST00000618852	ENSCAFT00000019246
